target_gene,rank,integrated_score,direction,peak_condition,context_specificity,causal_component,genetics_component,drug_component,novelty_component,peak_signed_score,peak_emp_z,peak_emp_fdr,peak_kd,genetics_tier,genetics_autoimmune,lof_constrained,lof_bin,ot_top_disease,ot_top_score,ot_autoimmune_disease,ot_autoimmune_score,primary_class,suggested_modality,tractability_tier,is_druggable,novelty_class,n_drugs,drug_stages,max_drug_stage,novel_priority,in_paper_noms,evidence_n,ensembl_id
ZNF490,1450,0.20395683827353095,driver_antagonize,Stim8hr,0.44558632,0.296931877275091,0.0,0.15,0.5,-0.45275608,-3.1254551,0.022123434508945695,-7.307999871962,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000188033
FBXW4,1451,0.20378003120124807,driver_antagonize,Stim48hr,0.4814399,0.296411856474259,0.0,0.15,0.5,-0.4547417,-3.1247702,0.032053977512725026,-12.923430637189098,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000107829
SV2A,1452,0.20360322412896517,brake_agonize,Stim48hr,0.38741362,0.2958918356734269,0.0,0.15,0.5,0.45564523,3.124419,0.032053977512725026,-2.798681908265368,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000159164
ZSWIM1,1453,0.2034264170566823,driver_antagonize,Stim48hr,0.2989413,0.2953718148725949,0.0,0.15,0.5,-0.41016364,-3.123004,0.03209345357691532,-4.014664035917648,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000168612
HSH2D,1454,0.2032496099843994,driver_antagonize,Rest,0.5789161,0.2948517940717629,0.0,0.15,0.5,-0.41900507,-3.1224546,0.04434886562402999,-10.597665457013546,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000196684
EWSR1,1455,0.2030728029121165,driver_antagonize,Stim48hr,0.84192663,0.29433177327093085,0.0,0.15,0.5,-0.71358114,-3.1221852,0.03209345357691532,-25.42894009916009,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000182944
HEATR5A,1456,0.20289599583983361,brake_agonize,Rest,0.8842084,0.29381175247009883,0.0,0.15,0.5,0.47327158,3.1218684,0.04434886562402999,-1.6478354215036637,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000129493
TGFBR2,1457,0.2027191887675507,brake_agonize,Rest,0.6007633,0.29329173166926675,0.0,0.15,0.5,0.39400622,3.121459,0.04434886562402999,-18.831973425355283,none,0.0,False,,,,,,catalytic_receptor,antibody/biologic (surface),class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000163513
DNAJC30,1458,0.20236557462298493,brake_agonize,Stim8hr,0.41865897,0.2922516900676027,0.0,0.15,0.5,0.48435923,3.119964,0.022509272256922487,-7.584887598590496,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000176410
EAF2,1459,0.20230592403684672,driver_antagonize,Stim8hr,0.6974791,0.14924596983879354,0.161874314305523,0.15,0.5,-0.42374468,-2.9614372,0.031245199674309877,-11.372805469022495,weak,0.161874314305523,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000145088
CTU2,1460,0.20218876755070203,brake_agonize,Stim8hr,0.8582288,0.2917316692667707,0.0,0.15,0.5,0.6205092,3.1197238,0.022509272256922487,-19.185719668196835,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000174177
NOSIP,1461,0.20183515340613625,brake_agonize,Stim48hr,0.44540817,0.2906916276651066,0.0,0.15,0.5,0.37487486,3.1187677,0.03220930899209543,-8.514395508094736,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000142546
RELA,1462,0.20165834633385338,driver_antagonize,Stim8hr,0.8529557,0.29017160686427457,0.0,0.15,0.5,-0.62072873,-3.1186,0.022532234641570486,-6.963442513076426,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000173039
CMTM7,1463,0.20148153926157047,driver_antagonize,Stim48hr,0.5375836,0.28965158606344255,0.0,0.15,0.5,-0.5018381,-3.1177778,0.03220930899209543,-10.27570904805947,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000153551
MPV17L2,1464,0.20139698069608347,driver_antagonize,Stim8hr,0.8567766,0.093603744149766,0.2219056922838768,0.15,0.5,-0.45555964,-2.8985062,0.035034428324763424,-10.266400271126896,weak,0.2219056922838768,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000254858
FRA10AC1,1465,0.2013047321892876,driver_antagonize,Stim48hr,0.70579284,0.2891315652626105,0.0,0.15,0.5,-0.42593303,-3.1176546,0.03220930899209543,-11.969371967041686,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000148690
IGSF8,1466,0.20112792511700467,driver_antagonize,Stim8hr,0.65478384,0.28861154446177845,0.0,0.15,0.5,-0.44022274,-3.1174006,0.02257734495802726,-7.39861189533181,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000162729
DNASE1L1,1467,0.2009511180447218,driver_antagonize,Stim48hr,0.66869307,0.2880915236609464,0.0,0.15,0.5,-0.49762228,-3.1171107,0.03220930899209543,-4.371244224288195,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000013563
FHIP2A,1468,0.20077431097243892,driver_antagonize,Stim48hr,0.61466,0.2875715028601144,0.0,0.15,0.5,-0.5031901,-3.1170127,0.03220930899209543,-8.293672889428459,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000151553
HPCAL1,1469,0.20059750390015602,driver_antagonize,Stim48hr,0.63250244,0.2870514820592824,0.0,0.15,0.5,-0.44272852,-3.1169515,0.03220930899209543,-11.850315598472145,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000115756
TIMM21,1470,0.20042069682787314,brake_agonize,Stim8hr,0.43492508,0.28653146125845036,0.0,0.15,0.5,0.44495562,3.1169336,0.02257734495802726,-23.69609890099884,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000075336
SLC48A1,1471,0.20024388975559024,driver_antagonize,Stim8hr,0.66466653,0.2860114404576183,0.0,0.15,0.5,-0.37654278,-3.116914,0.02257734495802726,-9.100839448219876,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000211584
ST6GALNAC4,1472,0.19989027561102446,brake_agonize,Rest,0.5456167,0.28497139885595424,0.0,0.15,0.5,0.37674645,3.1161397,0.04466908873700502,-7.197153408840425,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000136840
TC2N,1473,0.19971346853874156,brake_agonize,Stim48hr,0.54402804,0.2844513780551222,0.0,0.15,0.5,0.50536925,3.1150136,0.032320667594694305,-11.465889120356495,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000165929
BLVRB,1474,0.19953666146645868,driver_antagonize,Stim8hr,0.32145983,0.2839313572542902,0.0,0.15,0.5,-0.4025896,-3.1148202,0.022664629009560167,-3.6195394858727528,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000090013
DHPS,1475,0.19935985439417578,brake_agonize,Stim48hr,0.49840194,0.2834113364534581,0.0,0.15,0.5,0.6175485,3.1137383,0.03241020155186752,-6.572979063594528,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000095059
ROCK2,1476,0.1991830473218929,driver_antagonize,Rest,0.4123912,0.2828913156526261,0.0,0.15,0.5,-0.48541424,-3.1136527,0.044770428314233876,-15.189375736451362,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000134318
TUBA1C,1477,0.19900624024961,driver_antagonize,Rest,0.80095977,0.2823712948517941,0.0,0.15,0.5,-0.507373,-3.1126282,0.044770428314233876,-17.60732942885954,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000167553
SH3BP2,1478,0.19847581903276132,driver_antagonize,Rest,0.77587676,0.28081123244929795,0.0,0.15,0.5,-0.5008228,-3.1100657,0.044846988540026715,-1.8154728018905617,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000087266
RBMX2,1479,0.19812220488819554,driver_antagonize,Rest,0.87438315,0.2797711908476339,0.0,0.15,0.5,-0.4741397,-3.1100137,0.044846988540026715,-2.207850841891867,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000134597
QNG1,1480,0.19794539781591264,brake_agonize,Stim8hr,0.561373,0.2792511700468019,0.0,0.15,0.5,0.59940255,3.1097825,0.022830816470375513,-4.453109545322328,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000165118
RNF139,1481,0.19759178367134686,brake_agonize,Stim8hr,0.42414474,0.2782111284451378,0.0,0.15,0.5,0.43868813,3.1097379,0.022830816470375513,-11.439938120085326,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000170881
TMED10,1482,0.19741497659906398,driver_antagonize,Stim8hr,0.4465443,0.27769110764430577,0.0,0.15,0.5,-0.6719443,-3.1094408,0.022830816470375513,-12.971073014303864,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000170348
POLRMT,1483,0.19723816952678108,brake_agonize,Stim8hr,0.21230352,0.27717108684347375,0.0,0.15,0.5,0.5572164,3.108867,0.022830816470375513,-2.422059581953868,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000099821
LMF2,1484,0.1970613624544982,brake_agonize,Stim8hr,0.5877222,0.2766510660426417,0.0,0.15,0.5,0.43286836,3.1085517,0.022830816470375513,-10.072345772652342,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100258
FOXD1,1485,0.19688455538221528,driver_antagonize,Stim48hr,0.78237414,0.27613104524180965,0.0,0.15,0.5,-0.45970592,-3.108221,0.032691984167459394,-2.6056738902658707,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000251493
NINJ1,1486,0.1967077483099324,driver_antagonize,Rest,0.4424631,0.2756110244409776,0.0,0.15,0.5,-0.40553167,-3.1080513,0.045034502316895875,-7.717643694079296,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000131669
PCSK7,1487,0.19653094123764953,driver_antagonize,Stim8hr,0.8850156,0.2750910036401456,0.0,0.15,0.5,-0.43804857,-3.1078994,0.02285695164711685,-18.00966003541186,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000160613
CCNE1,1488,0.19617732709308375,driver_antagonize,Stim48hr,0.43597627,0.27405096203848156,0.0,0.15,0.5,-0.44639727,-3.1069338,0.032691984167459394,-6.712842155467265,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000105173
PTBP1,1489,0.19600052002080084,driver_antagonize,Stim48hr,0.3892681,0.2735309412376495,0.0,0.15,0.5,-0.54614645,-3.1065428,0.032691984167459394,-7.224221684963065,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000011304
RBM15B,1490,0.19549203548940391,driver_antagonize,Stim48hr,0.620767,0.08788351534061363,0.2087054675786509,0.15,0.5,-0.43675303,-2.8932648,0.04926679580248419,-21.76184749182489,weak,0.2087054675786509,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000259956
MID1IP1,1491,0.19547009880395216,driver_antagonize,Stim8hr,0.6861484,0.2719708788351534,0.0,0.15,0.5,-0.4112918,-3.1028988,0.023197402646145164,-23.322540536774312,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000165175
CDKN2A,1492,0.1952932917316693,driver_antagonize,Stim8hr,0.5834584,0.2714508580343214,0.0,0.15,0.5,-0.37612644,-3.1013114,0.023297426284426086,-9.69730747947994,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000147889
MOSPD1,1493,0.19511648465938639,brake_agonize,Stim48hr,0.60462284,0.2709308372334893,0.0,0.15,0.5,0.39987966,3.0992274,0.03321407446392362,-6.387582314861243,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000101928
EPHX2,1494,0.1947628705148206,driver_antagonize,Stim8hr,0.600775,0.2698907956318253,0.0,0.15,0.5,-0.40782127,-3.0988839,0.023347082865096964,-5.907750496427,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000120915
DPM3,1495,0.1945860634425377,driver_antagonize,Stim8hr,0.45586604,0.26937077483099325,0.0,0.15,0.5,-0.42473912,-3.0988042,0.023347082865096964,-7.077472407685145,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000179085
TUFT1,1496,0.19440925637025483,driver_antagonize,Stim8hr,0.29396147,0.26885075403016123,0.0,0.15,0.5,-0.4317205,-3.0981379,0.023361950013223665,-2.9416963136624488,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000143367
PCIF1,1497,0.19405564222568905,brake_agonize,Stim8hr,0.6958151,0.26781071242849713,0.0,0.15,0.5,0.493071,3.097641,0.023365125332162433,-10.325586653825518,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100982
ZNF581,1498,0.19387883515340615,driver_antagonize,Stim48hr,0.6692364,0.2672906916276651,0.0,0.15,0.5,-0.44681048,-3.0972567,0.033233976141884246,-10.236279398778482,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000171425
MAPK11,1499,0.19370202808112325,driver_antagonize,Stim48hr,0.46658784,0.2667706708268331,0.0,0.15,0.5,-0.42663428,-3.0966053,0.03325691865431541,-3.301483250942564,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000185386
KPNA4,1500,0.19342562361486032,driver_antagonize,Stim8hr,0.8971677,0.10868434737389496,0.1782431516924534,0.15,0.5,-0.38895813,-2.9116464,0.034444305969011074,-27.871124430034865,weak,0.1782431516924534,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000186432
EEF1AKMT1,1501,0.19334841393655747,driver_antagonize,Stim8hr,0.525367,0.265730629225169,0.0,0.15,0.5,-0.4391074,-3.0960865,0.02343877773678495,-8.697723378439289,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000150456
MIEF2,1502,0.1931716068642746,driver_antagonize,Rest,0.31966066,0.26521060842433697,0.0,0.15,0.5,-0.40308687,-3.0954633,0.04606106645617548,-2.8330846051745016,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000177427
HEXB,1503,0.1929947997919917,driver_antagonize,Stim8hr,0.6947553,0.26469058762350495,0.0,0.15,0.5,-0.4750217,-3.095251,0.023480315002895703,-11.083840728760498,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000049860
ABL2,1504,0.1929261448489664,driver_antagonize,Stim48hr,0.9178677,0.09204368174726989,0.1954376435163154,0.15,0.5,-0.43057927,-2.8970263,0.049130102014801336,-7.139255874330036,weak,0.1954376435163154,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000143322
C1GALT1C1,1505,0.19291453428651556,brake_agonize,Stim48hr,0.7192447,0.14040561622464898,0.140588749233783,0.15,0.5,0.3600093,2.9509084,0.04364202127117173,-18.768151748915173,weak,0.140588749233783,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000171155
FBXO25,1506,0.19281799271970881,driver_antagonize,Rest,0.6343247,0.2641705668226729,0.0,0.15,0.5,-0.45610595,-3.0951715,0.04606106645617548,-12.394468024907605,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000147364
PGBD2,1507,0.19264118564742588,driver_antagonize,Stim8hr,0.7894078,0.26365054602184085,0.0,0.15,0.5,-0.38920093,-3.0941787,0.023540734510947903,-5.9220610336035255,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000185220
CD3E,1508,0.1925655775484681,driver_antagonize,Stim8hr,0.9578535,0.058242329693187725,0.2325439515092809,0.15,0.5,-1.191318,-2.8261483,0.04076064644505184,-17.891807119280895,weak,0.2325439515092809,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000198851
KLHL7,1509,0.19246437857514304,driver_antagonize,Rest,0.76754034,0.2631305252210088,0.0,0.15,0.5,-0.50043494,-3.0937934,0.04611929410925912,-8.831300795420354,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000122550
CYB5D2,1510,0.19228757150286013,brake_agonize,Stim48hr,0.86557645,0.2626105044201768,0.0,0.15,0.5,0.44972393,3.093675,0.0335366299235841,-8.286427361325124,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000167740
TMEM267,1511,0.19211076443057723,brake_agonize,Rest,0.6162406,0.2620904836193448,0.0,0.15,0.5,0.47153246,3.0931344,0.04611929410925912,-11.92729798361336,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000151881
TMEM217,1512,0.19208676342068784,brake_agonize,Stim48hr,0.38251197,0.11908476339053563,0.1619931462263524,0.15,0.5,0.4434688,2.9236155,0.04668821144159319,-2.4678071340622325,weak,0.1619931462263524,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000172738
PSMD10,1513,0.19193395735829435,driver_antagonize,Rest,0.293328,0.26157046281851276,0.0,0.15,0.5,-0.43544626,-3.0929558,0.04611929410925912,-25.886793204887606,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000101843
NPTX1,1514,0.19175715028601145,driver_antagonize,Stim48hr,0.4357345,0.2610504420176807,0.0,0.15,0.5,-0.4252993,-3.0929134,0.03357231889434275,-7.235928971334999,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000171246
CDC123,1515,0.19158034321372858,driver_antagonize,Rest,0.8154371,0.26053042121684866,0.0,0.15,0.5,-0.4266652,-3.091777,0.046167495563538975,-12.413065432162748,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000151465
RFNG,1516,0.19140353614144567,driver_antagonize,Stim48hr,0.7711451,0.26001040041601664,0.0,0.15,0.5,-0.40671906,-3.091624,0.03361751620806108,-5.801861193416722,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000169733
GIPC1,1517,0.19122672906916277,driver_antagonize,Rest,0.6987766,0.2594903796151846,0.0,0.15,0.5,-0.43879572,-3.0914242,0.046167495563538975,-11.959890423919488,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000123159
ATP5PO,1518,0.1910499219968799,driver_antagonize,Stim8hr,0.5610007,0.2589703588143526,0.0,0.15,0.5,-0.5035187,-3.0901608,0.02373751948304121,-5.404041102992315,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000241837
PDIA3,1519,0.19082155646375168,driver_antagonize,Stim8hr,0.8126987,0.02080083203328133,0.2691642452414534,0.15,0.5,-0.48633465,-2.7575264,0.04632860131816572,-27.41759866849544,moderate,0.2691642452414534,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000167004
FXR2,1520,0.19035544782279967,driver_antagonize,Stim8hr,0.6447078,0.02236089443577743,0.2658424790487845,0.15,0.5,-0.37443796,-2.7605865,0.04608950158311301,-4.414558486584884,moderate,0.2658424790487845,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000129245
CCDC127,1521,0.1903426937077483,brake_agonize,Stim8hr,0.30356145,0.25689027561102445,0.0,0.15,0.5,0.42873728,3.088678,0.02378215226002695,-11.68463789554205,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000164366
ATP9A,1522,0.19016588663546544,driver_antagonize,Stim48hr,0.6606009,0.25637025481019243,0.0,0.15,0.5,-0.43561092,-3.0870838,0.03403336168947951,-1.6738376477581125,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000054793
FAM120AOS,1523,0.18998907956318253,driver_antagonize,Stim8hr,0.64395237,0.25585023400936036,0.0,0.15,0.5,-0.42500985,-3.086384,0.023941596879277452,-18.86147696898125,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000188938
ZNF587B,1524,0.18981227249089966,driver_antagonize,Stim48hr,0.74589026,0.25533021320852833,0.0,0.15,0.5,-0.5000443,-3.086111,0.034094015783663924,-2.227768278928448,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000269343
JOSD1,1525,0.18945865834633385,brake_agonize,Stim8hr,0.6226158,0.2542901716068643,0.0,0.15,0.5,0.45578763,3.0850558,0.023960794497000608,-21.972915586401967,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100221
TSC22D3,1526,0.189281851274051,driver_antagonize,Rest,0.22697544,0.25377015080603227,0.0,0.15,0.5,-0.44639084,-3.0845594,0.047053141887591396,-8.344549674427634,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000157514
FBXO46,1527,0.1889282371294852,driver_antagonize,Stim8hr,0.6912155,0.25273010920436817,0.0,0.15,0.5,-0.59120834,-3.0836692,0.023960794497000608,-12.175989445432498,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000177051
EHD1,1528,0.1887514300572023,brake_agonize,Stim8hr,0.3258068,0.25221008840353615,0.0,0.15,0.5,0.38112488,3.083602,0.023960794497000608,-8.123495611000095,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000110047
VAV1,1529,0.18857462298491942,driver_antagonize,Stim8hr,0.79891914,0.2516900676027041,0.0,0.15,0.5,-1.0533946,-3.0835059,0.023960794497000608,-15.097187610756944,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000141968
AFDN,1530,0.1883978159126365,driver_antagonize,Stim8hr,0.60514235,0.25117004680187205,0.0,0.15,0.5,-0.38693783,-3.0833874,0.023960794497000608,-8.744154754215892,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000130396
CXorf38,1531,0.18822100884035364,driver_antagonize,Stim48hr,0.7138509,0.25065002600104,0.0,0.15,0.5,-0.493408,-3.0825906,0.03444855934095232,-24.54882809420484,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000185753
